"storyTitle","issueNum","publicationDate","principleCharacters","creators","description","value","publisher","series","volumeNum","grade","slabbed","signatures","authenticated"
"The Engine Job, Part 1: Headhunted","6A","Nov 25, 2020","","Alyssa Wong | Ray-Anthony Height | Robert Gill","Regular Leinil Francis Yu Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"The Engine Job, Part 2: The Offer","7A","Jan 20, 2021","","Alyssa Wong | Minkyu Jung | Victor Olazaba","Joshua ""Sway"" Swaby Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"The Engine Job, Part 3: Old Wounds","8A","Mar 24, 2021","","Alyssa Wong | Minkyu Jung | Victor Olazaba","Regular Joshua Sway Swaby Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"The Engine Job, Part 4: Impossibilities","9A","Apr 21, 2021","","Alyssa Wong | Minkyu Jung | Victor Olazaba","Joshua Sway Swaby Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"War of the Bounty Hunters - War of the Bounty Hunters, Prelude: The Invitation","10A","May 26, 2021","","Alyssa Wong | Ray-Anthony Height | Victor Olazaba","Regular Sway Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"War of the Bounty Hunters - Guest Of Honor","13A","Aug 25, 2021","","Alyssa Wong | Minkyu Jung | Victor Olazaba","Regular Sara Pichelli Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"War of the Bounty Hunters - War of the Bounty Hunters, Repeat Defenders","14A","Sep 08, 2021","","Alyssa Wong | Federico Sabbatini","Regular Sara Pichelli Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"Probe Droid Problem / Droid Dilemma / SaBBotage","1A","Jun 28, 2017","","Chris Eliopoulos","Regular Chris Eliopoulos Cover","0.0","Marvel Comics","Star Wars: Droids Unplugged","0","","","",""
"Probe Droid Problem / Droid Dilemma / SaBBotage","1A","Jun 28, 2017","","Chris Eliopoulos","Regular Chris Eliopoulos Cover","0.0","Marvel Comics","Star Wars: Droids Unplugged","0","","","",""
"The Rebellion, Part 1","1","Apr 1995","","Ryder Windham | Ian Gibson","","0.0","Dark Horse Comics","Star Wars: Droids, Vol. 2","0","","","",""
"Triumph Of The Empire","1","Oct 1995","","Tom Veitch | Jim Baikie","","0.0","Dark Horse Comics","Star Wars: Empire's End","0","","","",""
"Rage Of The Emperor","2","Nov 1995","","Tom Veitch | Jim Baikie","","0.0","Dark Horse Comics","Star Wars: Empire's End","0","","","",""
"Baiting the Hook","1A","Apr 24, 2019","","Ethan Sacks | William 'Will' Sliney","Regular Rod Reis Cover","0.0","Marvel Comics","Star Wars: Galaxy's Edge","0","","","",""
"Shoot First, Questions Later","2A","May 22, 2019","","Ethan Sacks | William 'Will' Sliney","Regular Tommy Lee Edwards Cover","0.0","Marvel Comics","Star Wars: Galaxy's Edge","0","","","",""
"Shoot First, Questions Later","2A","May 22, 2019","","Ethan Sacks | William 'Will' Sliney","Tommy Lee Edwards Cover","0.0","Marvel Comics","Star Wars: Galaxy's Edge","0","","","",""
"Honor Among Thieves","3A","Jun 26, 2019","","Ethan Sacks | William Sliney","Regular Tommy Lee Edwards Cover","0.0","Marvel Comics","Star Wars: Galaxy's Edge","0","","","",""
"The Betrayal of Khashyun","4A","Jul 31, 2019","","Ethan Sacks | William Sliney","Regular Tommy Lee Edwards Cover","0.0","Marvel Comics","Star Wars: Galaxy's Edge","0","","","",""
"A Double-Edged Sword","5A","Aug 28, 2019","","Ethan Sacks | William Sliney","Regular Tommy Lee Edwards Cover","0.0","Marvel Comics","Star Wars: Galaxy's Edge","0","","","",""
"Han Solo, Part III","3A","Aug 31, 2016","","Marjorie Liu | Mark Brooks | Dexter Vines","Regular Lee Bermejo Cover","0.0","Marvel Comics","Star Wars: Han Solo","0","","","",""
"Han Solo, Han Solo","4A","Oct 12, 2016","","Marjorie Liu | Mark Brooks","Regular Olivier Coipel Cover","0.0","Marvel Comics","Star Wars: Han Solo","0","","","",""
"Han Solo, Han Solo","5A","Nov 23, 2016","","Marjorie Liu | Mark Brooks","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Han Solo","0","","","",""
"Training Course, #1","1A","Nov 07, 2018","","Robbie Thompson | Leonard Kirk","Regular David Nakayama Cover","0.0","Marvel Comics","Star Wars: Han Solo - Imperial Cadet","0","","","",""
"Training Course, #2","2A","Dec 12, 2018","","Robbie Thompson | Leonard Kirk","Regular David Nakayama Cover","0.0","Marvel Comics","Star Wars: Han Solo - Imperial Cadet","0","","","",""
"Training Course, #3","3A","Jan 02, 2019","","Robbie Thompson | Leonard Kirk","Regular David Nakayama Cover","0.0","Marvel Comics","Star Wars: Han Solo - Imperial Cadet","0","","","",""
"Training Course, Part 4","4A","Feb 13, 2019","","Robbie Thompson | Leonard Kirk | Daniele Orlandini","Regular David Nakayama Cover","0.0","Marvel Comics","Star Wars: Han Solo - Imperial Cadet","0","","","",""
"Training Course, Part 5","5A","Mar 13, 2019","","Robbie Thompson | Leonard Kirk | Cory Hamscher","Regular David Nakayama Cover","0.0","Marvel Comics","Star Wars: Han Solo - Imperial Cadet","0","","","",""
"Collision Course","1A","Feb 03, 2021","","Daniel José Older | Harvey Tolibao","Harvey Tolibao & Kevin Tolibao Cover","0.0","IDW Publishing","Star Wars: High Republic - Adventures","0","","","",""
"Bralanak City Smackdown","2A","Mar 03, 2021","","Daniel José Older | Harvey Tolibao | Pow Rodrix","Harvey Tolibao & Kevin Tolibao Cover","0.0","IDW Publishing","Star Wars: High Republic - Adventures","0","","","",""
"Starlight","3A","Apr 07, 2021","","Daniel José Older | Harvey Tolibao","Harvey Tolibao & Kevin Tolibao Cover","0.0","IDW Publishing","Star Wars: High Republic - Adventures","0","","","",""
"The Mountains","4A","May 05, 2021","","Daniel José Older | Harvey Tolibao","Harvey Tolibao & Kevin Tolibao Cover","0.0","IDW Publishing","Star Wars: High Republic - Adventures","0","","","",""
"The Gaar Suppoon Hit","1","Apr 1995","","Jim Woodring | Art Wetherell | Monty Sheldon","","0.0","Dark Horse Comics","Star Wars: Jabba the Hutt","0","","","",""
"Mace Windu, Mace Windu Book 1, Part 1","1A","Aug 30, 2017","","Matt Owens | Denys B. Cowan | Roberto Poggi","Regular Jesus Saiz Cover","0.0","Marvel Comics","Star Wars: Jedi of The Republic: Mace Windu","0","","","",""
"Mace Windu","2A","Sep 27, 2017","","Matt Owens | Denys B. Cowan | Roberto Poggi","Regular Jesus Saiz Cover","0.0","Marvel Comics","Star Wars: Jedi of The Republic: Mace Windu","0","","","",""
"Mace Windu","3A","Oct 25, 2017","","Matt Owens | Denys B. Cowan | Roberto Poggi","Regular Jesus Saiz Cover","0.0","Marvel Comics","Star Wars: Jedi of The Republic: Mace Windu","0","","","",""
"Mace Windu, Mace Windu: Jedi of the Republic","4A","Nov 29, 2017","","Matt Owens | Edgar Salazar | Denys B. Cowan","Regular Jesus Saiz Cover","0.0","Marvel Comics","Star Wars: Jedi of The Republic: Mace Windu","0","","","",""
"Mace Windu","5A","Dec 27, 2017","","Matt Owens | Denys B. Cowan | Roberto Poggi","Regular Rod Reis Cover","0.0","Marvel Comics","Star Wars: Jedi of The Republic: Mace Windu","0","","","",""
"A Fragile Peace","3A","Oct 09, 2019","","Matthew 'Matt' Rosenberg | Paolo Villanelli","Regular Will Sliney Cover","0.0","Marvel Comics","Star Wars: Jedi: Fallen Order: Dark Temple","0","","","",""
"A Truce, A Trap and A Traitor","4A","Nov 13, 2019","","Matthew 'Matt' Rosenberg | Paolo Villanelli","Regular Will Sliney Cover","0.0","Marvel Comics","Star Wars: Jedi: Fallen Order: Dark Temple","0","","","",""
"Lando","1A","Jul 08, 2015","","Charles Soule | Alex Maleev","Regular Alex Maleev Cover","0.0","Marvel Comics","Star Wars: Lando","0","","","",""
"Lando","1C","Jul 01, 2015","","Charles Soule | Alex Maleev","John Tyler Christopher Action Figure Cover","0.0","Marvel Comics","Star Wars: Lando","0","","","",""
"Lando","1F","Jul 01, 2015","","Charles Soule | Alex Maleev","Alex Ross Variant","0.0","Marvel Comics","Star Wars: Lando","0","","","",""
"Double Or Nothing, Part II","2A","Jun 27, 2018","","Rodney Barnes | Paolo Villanelli","Regular W. Scott Forbes Cover","0.0","Marvel Comics","Star Wars: Lando: Double Or Nothing","0","","","",""
"Double Or Nothing, Part 3","3A","Jul 25, 2018","","Rodney Barnes | Paolo Villanelli","Regular W. Scott Forbes Cover","0.0","Marvel Comics","Star Wars: Lando: Double Or Nothing","0","","","",""
"Double Or Nothing, Part 4","4A","Aug 29, 2018","","Rodney Barnes | Paolo Villanelli","W. Scott Forbes Regular Cover","0.0","Marvel Comics","Star Wars: Lando: Double Or Nothing","0","","","",""
"Double Or Nothing, Part V","5A","Sep 19, 2018","","Rodney Barnes | Paolo Villanelli","W. Scott Forbes Regular Cover","0.0","Marvel Comics","Star Wars: Lando: Double Or Nothing","0","","","",""
"Outcasts of the Broken Ring, Part Two","7","Sep 25, 2013","","Gabriel Hardman | Corinna Bechko | Brian Albert Thies","","0.0","Dark Horse Comics","Star Wars: Legacy, Vol. 2","0","","","",""
"Outcasts of the Broken Ring, Part Three","8","Oct 23, 2013","","Gabriel Hardman | Corinna Bechko | Brian Albert Thies","","0.0","Dark Horse Comics","Star Wars: Legacy, Vol. 2","0","","","",""
"Outcasts of the Broken Ring, Part Four","9","Nov 27, 2013","","Gabriel Hardman | Corinna Bechko | Brian Albert Thies","","0.0","Dark Horse Comics","Star Wars: Legacy, Vol. 2","0","","","",""
"Outcasts of the Broken Ring","10","Dec 18, 2013","","Gabriel Hardman | Corinna Bechko | Brian Albert Thies","","0.0","Dark Horse Comics","Star Wars: Legacy, Vol. 2","0","","","",""
"Part IV","4","Apr 20, 2016","","Charles Soule | Marco Checchetto","Marco Checchetto Regular Cover","0.0","Marvel Comics","Star Wars: Obi-Wan and Anakin","0","","","",""
"Black Squadron","1A","Apr 06, 2016","","Chris Eliopoulos | Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Black Squadron","1B","Apr 06, 2016","","Chris Eliopoulos | Charles Soule | Phil Noto","Variant John Tyler Christopher Action Figure Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Book I, Book I, Part V","5A","Aug 17, 2016","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Book I, Book I, Part VI","6A","Sep 07, 2016","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Gathering Storm","7A","Oct 26, 2016","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Gathering Storm, Part One","8A","Nov 09, 2016","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Gathering Storm, Book III, Part II: The Gathering Storm","9A","Dec 14, 2016","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Gathering Storm, Book III, Part III: The Gathering Storm","10A","Jan 11, 2017","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Gathering Storm, Book III, Part IV","11A","Feb 15, 2017","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Gathering Storm, Book III, Part V","12A","Mar 15, 2017","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Gathering Storm, Part Six","13A","Apr 19, 2017","","Charles Soule | Phil Noto","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Lost, Legend Lost Book III, Part I","14A","May 03, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Lost, Book III, Part II","15","May 17, 2017","","Charles Soule | Angel Unzueta","Phil Noto Regular Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Lost, Part III","16A","Jun 28, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Lost, Part III","16A","Jun 28, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"War Stories, War Stories Part I","17A","Jul 19, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"War Stories, War Stories Part I","17A","Jul 19, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"War Stories, War Stories Part II","18A","Aug 16, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"War Stories, War Stories Part II","18A","Aug 16, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"War Stories, War Stories Part III","19A","Sep 20, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Found","20A","Oct 18, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Found, Part II","21A","Nov 29, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Found","21B","Nov 29, 2017","","Charles Soule | Angel Unzueta","Variant Ashley Witter Star Wars 40th Anniversary Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Found, Part III","22A","Dec 20, 2017","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Found, Part IV","23","Jan 24, 2018","","Charles Soule | Angel Unzueta","","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Found","24","Feb 14, 2018","","Charles Soule | Angel Unzueta","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Legend Found, Part VI","25","Mar 21, 2018","","Charles Soule | Angel Unzueta","","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Awakening, Part I","26","Apr 18, 2018","","Charles Soule | Angel Unzueta","","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Awakening, Part III","28","Jun 20, 2018","","Charles Soule | Angel Unzueta","","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Awakening, Part 5","30","Aug 15, 2018","","Charles Soule | Angel Unzueta","Phil Noto Regular Cover","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"The Awakening, Part VI","31","Sep 26, 2018","","Charles Soule | Angel Unzueta","","0.0","Marvel Comics","Star Wars: Poe Dameron","0","","","",""
"Rogue One","2A","May 03, 2017","","Jody Houser | Emilio Laiso | Janeth  Bazaldúa-Nava","Regular Phil Noto Cover","0.0","Marvel Comics","Star Wars: Rogue One","0","","","",""
"The Screaming Citadel - The Screaming Citadel, The Screaming Citadel Book I, Part I","1A","May 10, 2017","","Kieron Gillen | Jason Aaron | Marco Checchetto","Regular Marco Checchetto Cover","0.0","Marvel Comics","Star Wars: Screaming Citadel","0","","","",""
"Shadow Stalker","1","Sep 1997","","Nick Choles","","0.0","Dark Horse Comics","Star Wars: Shadow Stalker","0","","","",""
"Shadows Of The Empire Part 1","1","May 1996","","John Wagner | Kilian Plunkett | P. Craig Russell","","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire","0","","","",""
"Shadows of the Empire, Part 2","2","Jun 1996","","John Wagner | Kilian Plunkett | P. Craig Russell","","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire","0","","","",""
"Shadows of the Empire, Part 3","3","Jul 1996","","John Wagner | Kilian Plunkett | P. Craig Russell","Cardstock Cover","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire","0","","","",""
"Shadows of the Empire, Part 4","4","Aug 1996","","John Wagner | Kilian Plunkett | P. Craig Russell","","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire","0","","","",""
"Shadows of the Empire, Part 5","5","Sep 1996","","John Wagner | John Nadeau | Kilian Plunkett","Cardstock Cover","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire","0","","","",""
"Shadows of the Empire, Part 6","6A","Oct 1996","","John Wagner | John Nadeau | Kilian Plunkett","","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire","0","","","",""
"After The Fall","1","Feb 1998","","Steve Perry | Ron Randall | Tom Simmons","","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire - Evolution","0","","","",""
"A Journey Of A Thousand Light-Years","2","Mar 1998","","Steve Perry | Ron Randall | Tom Simmons","","0.0","Dark Horse Comics","Star Wars: Shadows of the Empire - Evolution","0","","","",""
"Light Duty; Mostly Automatic; Heggs' Tale","1","Mar 1996","","Bruce Jones | Bret Blevins","","0.0","Dark Horse Comics","Star Wars: Tales from Mos Eisley","0","","","",""
"Ulic Qel-Droma And The Beast Wars Of Onderon, Part One","1A","Oct 1993","","Tom Veitch | Christian Gossett | Mike Barreiro","Dave Dorman Regular Cover","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi","0","","","",""
"Ulic Qel-Droma And The Beast Wars Of Onderon, Part Two","2A","Nov 1993","","Tom Veitch | Christian Gossett | Mike Barreiro","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi","0","","","",""
"The Saga of Nomi Sunrider, Part One","3A","Dec 1993","","Tom Veitch | Janine Johnston","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi","0","","","",""
"The Saga of Nomi Sunrider, Part Two","4A","Jan 1994","","Tom Veitch | David A. Roach","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi","0","","","",""
"The Saga of Nomi Sunrider, Part Three","5A","Feb 1994","","Tom Veitch | David A. Roach","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi","0","","","",""
"Masters And Students Of The Force","1A","Oct 1994","","Tom Veitch | Kevin J. Anderson | Christian Gossett","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi - Dark Lords of the Sith","0","","","",""
"Masters And Students Of The Force","1B","Sep 1994","","Tom Veitch | Christian Gossett | Mike Barreiro","Special Ashcan Edition","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi - Dark Lords of the Sith","0","","","",""
"The Quest For The Sith","2","Nov 1994","","Tom Veitch | Kevin J. Anderson | Christian Gossett","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi - Dark Lords of the Sith","0","","","",""
"Descent To The Dark Side","3","Dec 1994","","Tom Veitch | Kevin J. Anderson | Christian Gossett","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi - Dark Lords of the Sith","0","","","",""
"Death Of A Dark Jedi","4","Jan 1995","","Tom Veitch | Kevin J. Anderson | Christian Gossett","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi - Dark Lords of the Sith","0","","","",""
"Sith Secrets","5","Feb 1995","","Tom Veitch | Kevin J. Anderson | Christian Gossett","","0.0","Dark Horse Comics","Star Wars: Tales of the Jedi - Dark Lords of the Sith","0","","","",""
